Name,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Age 
Honda BRV i-VTEC V MT,9200,Petrol,Manual,1,15.4,1497,117.3,7,8000.0,5
Hyundai i20 1.4 Magna ABS,47000,Diesel,Manual,1,21.9,1396,90.0,5,2800.0,12
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,36797,Diesel,Automatic,1,19.27,2143,167.62,5,39470.0,3
Honda Jazz 1.2 VX i VTEC,24700,Petrol,Manual,1,18.7,1199,88.7,5,7070.0,4
Maruti Ertiga VDI,53817,Diesel,Manual,1,25.47,1248,88.5,7,7560.0,7
Skoda Rapid 1.6 MPI Elegance,50004,Petrol,Manual,1,15.0,1598,103.5,5,4020.0,8
BMW Z4 2009-2013 Roadster 2.5i,9952,Petrol,Automatic,1,10.37,2979,306.0,2,58540.0,3
Audi Q7 45 TDI Quattro Technology,59500,Diesel,Automatic,1,14.75,2967,245.0,7,68000.0,4
Volkswagen Passat Diesel Highline 2.0 TDI,95000,Diesel,Automatic,2,18.33,1968,167.7,5,8500.0,10
Tata Indica V2 eLX,49000,Diesel,Manual,2,25.0,1396,69.0,5,1600.0,4
Honda City i DTEC V,42831,Diesel,Manual,1,26.0,1498,98.6,5,7110.0,6
Maruti Zen Estilo VXI BSIII,39300,Petrol,Manual,1,18.2,998,67.1,5,2250.0,11
Hyundai Santro Xing GL,61449,Petrol,Manual,1,0.0,1086,62.0,5,2150.0,9
Renault Duster Petrol RxL,71300,Petrol,Manual,1,13.06,1598,102.53,5,4250.0,7
Maruti Alto K10 LXI Optional,7000,Petrol,Manual,1,24.07,998,67.1,5,3000.0,5
BMW 1 Series 118d Base,31821,Diesel,Automatic,1,20.58,1995,143.0,5,17220.0,6
Hyundai EON Era Plus,11583,Petrol,Manual,1,21.1,814,55.2,5,2750.0,5
Hyundai Grand i10 AT Asta,33931,Petrol,Automatic,2,18.9,1197,82.0,5,5910.0,6
Maruti Swift VDI,53500,Diesel,Manual,1,28.4,1248,74.0,5,5360.0,6
Renault Duster 110PS Diesel RxZ,73539,Diesel,Manual,1,19.01,1461,108.45,5,6750.0,6
Volkswagen Vento Petrol Highline AT,41000,Petrol,Automatic,1,14.4,1598,103.6,5,5250.0,8
Hyundai Elantra 2.0 SX Option AT,28000,Petrol,Automatic,1,14.62,1999,149.92,5,13900.0,5
Honda City i-VTEC V,67031,Petrol,Manual,1,17.4,1497,117.3,5,4000.0,10
BMW 3 Series 320d Luxury Line,87000,Diesel,Automatic,1,22.69,1995,190.0,5,6670.0,2
Maruti Celerio ZXI MT,48808,Petrol,Manual,1,23.1,998,67.04,5,4300.0,6
BMW 5 Series 2013-2017 520d Luxury Line,35000,Diesel,Automatic,2,18.12,1995,190.0,5,23000.0,7
Mercedes-Benz E-Class E 220 d,26405,Petrol,Automatic,1,12.6,1950,191.34,5,51430.0,3
Volkswagen Vento 1.5 TDI Highline,90000,Diesel,Manual,1,20.34,1498,103.2,5,6500.0,7
Honda Civic 2010-2013 1.8 S MT,92000,Petrol,Manual,2,14.8,1799,130.2,5,3350.0,9
Chevrolet Beat Diesel LS,44378,Diesel,Manual,1,25.44,936,57.6,5,3850.0,8
Mahindra XUV500 W10 AWD,22000,Diesel,Manual,1,16.0,2179,140.0,7,16000.0,4
Volkswagen Polo 1.2 MPI Highline,72465,Petrol,Manual,1,16.47,1198,74.0,5,5900.0,7
Hyundai i20 Sportz AT 1.4,45051,Petrol,Automatic,1,15.0,1396,98.6,5,5960.0,7
Hyundai Creta 1.6 CRDi SX Option,51000,Diesel,Manual,1,19.67,1582,126.2,5,13250.0,5
Mercedes-Benz GLC 220,44414,Diesel,Automatic,1,17.9,2143,170.0,5,42500.0,5
Honda Brio 1.2 S Option MT,40315,Petrol,Manual,1,18.5,1198,86.8,5,2750.0,9
Mercedes-Benz B Class B180,32000,Petrol,Automatic,1,14.8,1595,120.7,5,11000.0,8
Honda CR-V 2.4L 4WD AT,66000,Petrol,Automatic,1,11.1,2354,158.8,5,3700.0,14
Volvo S60 D4 SUMMUM,42259,Diesel,Automatic,1,9.0,1984,181.0,5,24360.0,5
Volkswagen Jetta 2007-2011 1.9 Highline TDI,74000,Diesel,Automatic,1,15.5,1896,105.0,5,5250.0,12
Honda WRV i-VTEC VX,37430,Petrol,Manual,1,17.5,1199,88.7,5,9900.0,3
Mahindra Scorpio SLE BSIV,76777,Diesel,Manual,2,12.05,2179,120.0,8,4880.0,9
Maruti Swift Dzire VDi,65000,Diesel,Manual,1,19.3,1248,73.9,5,5310.0,7
BMW X5 3.0d,90000,Diesel,Automatic,2,11.0,2993,235.0,5,17750.0,12
Renault KWID RXT Optional,16000,Petrol,Manual,1,25.17,799,53.3,5,2990.0,5
BMW 3 Series 320d,51000,Diesel,Automatic,1,22.69,1995,190.0,5,10500.0,10
Hyundai Verna 1.6 VTVT EX AT,35642,Petrol,Automatic,1,17.01,1591,121.4,5,6690.0,7
Skoda Rapid 1.6 TDI Ambition,72000,Diesel,Manual,1,20.5,1598,103.5,5,4600.0,9
BMW 3 Series 320d,73336,Diesel,Automatic,1,13.2,1995,170.0,5,10690.0,11
Maruti Ritz VDi,78401,Diesel,Manual,1,23.2,1248,73.94,5,3900.0,9
Honda City i-VTEC CVT ZX,15000,Petrol,Automatic,1,18.0,1497,117.3,5,12690.0,4
Maruti Wagon R VXI BSIII,101000,Petrol,Manual,3,17.3,1061,64.0,5,950.0,18
Hyundai EON D Lite Plus Option,60000,Petrol,Manual,1,21.1,814,55.2,5,2500.0,4
Toyota Corolla 1.8 J,67422,Petrol,Manual,2,14.53,1798,138.0,5,3550.0,10
Hyundai Grand i10 CRDi Sportz Celebration Edition,34429,Diesel,Manual,1,24.0,1120,70.0,5,5500.0,4
Land Rover Freelander 2 SE,68000,Diesel,Automatic,2,12.39,2179,147.51,5,15750.0,8
Hyundai EON D Lite Plus,20000,Petrol,Manual,1,21.1,814,55.2,5,2660.0,6
Hyundai Elite i20 Asta Option,59450,Petrol,Manual,1,18.6,1197,81.86,5,7530.0,4
Maruti Ritz VXi,35433,Petrol,Manual,1,18.5,1197,85.8,5,4200.0,8
Skoda Laura 1.9 TDI AT Ambiente,74000,Diesel,Automatic,2,17.0,1896,105.0,5,7750.0,12
Hyundai Grand i10 Sportz,27000,Petrol,Manual,1,18.9,1197,82.0,5,4500.0,6
Hyundai Santro Xing GLS,46000,Petrol,Manual,2,17.92,1086,62.1,5,2220.0,13
BMW 5 Series 520d Luxury Line,75637,Diesel,Automatic,1,22.48,1995,190.0,5,30370.0,5
Mitsubishi Pajero Sport 4X4,110000,Diesel,Manual,1,13.5,2477,175.56,7,15000.0,7
BMW 3 Series 320d Highline,99606,Diesel,Automatic,2,16.07,1995,181.0,5,10500.0,10
Toyota Innova Crysta 2.4 VX MT,8899,Diesel,Manual,1,13.68,2393,147.8,7,19920.0,3
Toyota Innova 2.5 G4 Diesel 8-seater,33901,Diesel,Manual,1,12.8,2494,102.0,8,14290.0,4
Audi A6 2.0 TDI Design Edition,27090,Diesel,Automatic,1,18.53,1968,187.74,5,16500.0,9
BMW 5 Series 520d Luxury Line,61240,Diesel,Automatic,1,22.48,1995,190.0,5,17500.0,9
BMW X1 sDrive20d,45000,Diesel,Automatic,1,17.05,1995,184.0,5,28500.0,5
BMW 7 Series 730Ld,35000,Diesel,Automatic,1,16.46,2993,258.0,5,52000.0,7
Mercedes-Benz GLA Class 200 CDI SPORT,16500,Diesel,Automatic,1,17.9,2143,136.0,5,34000.0,4
Volkswagen Polo GT TSI,27853,Petrol,Automatic,1,17.21,1197,103.5,5,8250.0,4
Hyundai Grand i10 CRDi Magna,33000,Diesel,Manual,2,24.0,1120,70.0,5,4050.0,7
Ford Figo 2015-2019 1.2P Titanium MT,3678,Petrol,Manual,1,18.16,1196,86.8,5,6800.0,3
Hyundai Creta 1.6 CRDi SX Option,70000,Diesel,Manual,1,19.67,1582,126.2,5,12250.0,6
Audi A4 2.0 TDI,54000,Diesel,Automatic,1,16.55,1968,147.51,5,18000.0,10
Maruti Omni 8 Seater BSII,65000,Petrol,Manual,1,19.7,796,35.0,8,1550.0,9
Jaguar XF 2.0 Diesel Portfolio,21000,Diesel,Automatic,1,19.33,1999,177.0,5,52000.0,4
Mercedes-Benz New C-Class 200 Kompressor,62148,Petrol,Manual,1,11.7,1796,178.0,5,8800.0,10
Mercedes-Benz New C-Class C 220 CDI Style,58205,Diesel,Automatic,1,19.27,2143,167.62,5,27000.0,5
Mahindra XUV500 W10 2WD,62000,Diesel,Manual,1,16.0,2179,140.0,7,10250.0,6
BMW 3 Series 320d Sport Line,10000,Diesel,Automatic,1,18.88,1995,184.0,5,30000.0,6
Hyundai EON Era,18000,Petrol,Manual,1,21.1,814,55.2,5,2500.0,7
Toyota Corolla Altis 2008-2013 1.8 VL AT,54000,Petrol,Automatic,1,14.53,1794,138.1,5,7500.0,9
Maruti Swift Lxi BSIII,54898,Petrol,Manual,3,16.1,1298,88.2,5,2500.0,11
Hyundai Grand i10 1.2 CRDi Sportz Option,42277,Diesel,Manual,1,24.0,1186,73.97,5,3850.0,7
Hyundai i20 Asta 1.4 CRDi,129000,Diesel,Manual,3,21.27,1396,88.76,5,4110.0,8
Mercedes-Benz New C-Class C 200 CGI Avantgarde,50000,Petrol,Automatic,2,11.74,1796,186.0,5,8500.0,10
Tata Indigo CS eVX,100073,Diesel,Manual,2,25.0,1396,69.01,5,2000.0,6
Maruti Alto 800 LXI,21652,Petrol,Manual,1,22.74,796,47.3,5,3010.0,6
Maruti Ertiga VDI,87000,Diesel,Manual,1,20.77,1248,88.76,7,6000.0,9
Maruti Alto 800 2016-2019 LXI,35000,Petrol,Manual,1,24.7,796,47.3,5,2650.0,5
Audi Q3 2.0 TDI Quattro,60000,Diesel,Automatic,1,17.32,1968,184.0,5,21000.0,8
Hyundai Xcent 1.1 CRDi Base,82000,Diesel,Manual,1,24.4,1120,71.0,5,3450.0,4
Maruti SX4 ZXI MT BSIV,51800,Petrol,Manual,1,15.5,1586,103.3,5,3900.0,9
Maruti Swift VDI,95100,Diesel,Manual,1,22.9,1248,74.0,5,3750.0,9
Honda Amaze S i-Vtech,32005,Petrol,Manual,1,18.0,1198,86.7,5,4250.0,4
Skoda Superb Elegance 1.8 TSI AT,56073,Petrol,Automatic,1,13.7,1798,157.75,5,13250.0,6
Hyundai i20 1.2 Asta,41681,Petrol,Manual,1,17.0,1197,80.0,5,4550.0,7
Maruti Omni 8 Seater BSIV,39000,Petrol,Manual,1,14.0,796,35.0,5,1500.0,10
BMW 3 Series 320d Highline,83000,Diesel,Automatic,1,16.07,1995,181.0,5,12750.0,11
Honda CR-V 2.4L 4WD AT AVN,46125,Petrol,Automatic,2,12.0,2354,187.4,5,12500.0,8
Toyota Innova 2.0 GX 8 STR,85301,Petrol,Manual,1,12.4,1998,132.0,8,12360.0,7
Tata Indica Vista Quadrajet LS,180000,Diesel,Manual,1,22.3,1248,74.0,5,2500.0,7
Hyundai Verna VTVT 1.6 SX,46676,Petrol,Manual,1,17.0,1591,121.3,5,7750.0,7
Mercedes-Benz E-Class E250 CDI Launch Edition,81000,Diesel,Automatic,1,13.0,2143,204.0,5,22750.0,7
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,46000,Diesel,Automatic,1,12.0,2987,224.0,7,36000.0,8
Hyundai Creta 1.6 CRDi SX,63738,Diesel,Manual,1,19.67,1582,126.2,5,11900.0,5
Mahindra Thar CRDe AC,16392,Diesel,Manual,1,16.55,2498,105.0,6,10360.0,2
Honda City 1.3 EXI,140000,Petrol,Manual,1,13.0,1343,90.0,5,900.0,22
Renault Duster 110PS Diesel RxZ Pack,74000,Diesel,Manual,1,19.01,1461,108.45,5,6350.0,9
Honda CR-V 2.0L 2WD AT,63856,Petrol,Automatic,1,13.7,1997,153.86,5,13960.0,6
Volkswagen Vento 1.5 TDI Comfortline,34000,Diesel,Manual,1,20.64,1498,108.5,5,3400.0,9
Volkswagen Polo 1.2 MPI Highline,22000,Petrol,Manual,1,16.47,1198,74.0,5,4750.0,6
Land Rover Discovery Sport SD4 HSE Luxury 7S,62000,Diesel,Automatic,1,12.51,2179,187.7,7,44500.0,5
Honda City i DTEC V,84580,Diesel,Manual,1,26.0,1498,98.6,5,6830.0,5
Maruti Swift VXI BSIII,86700,Petrol,Manual,2,16.1,1298,88.2,5,2400.0,13
Volkswagen Ameo 1.2 MPI Comfortline,18456,Petrol,Manual,1,17.0,1198,73.75,5,5750.0,5
Honda City i-DTEC SV,82000,Diesel,Manual,1,25.6,1498,98.6,5,8000.0,6
Mahindra TUV 300 2015-2019 mHAWK100 T8,55594,Diesel,Manual,1,18.49,1493,100.0,7,8480.0,3
Maruti Wagon R VXI,14000,Petrol,Manual,1,18.9,998,67.1,5,2800.0,6
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,70000,Diesel,Manual,1,12.8,2494,102.0,8,6000.0,10
Maruti Swift Dzire LDI,57000,Diesel,Manual,1,26.59,1248,74.0,5,4250.0,4
Hyundai i20 1.2 Spotz,3900,Petrol,Manual,1,18.6,1197,81.83,5,6450.0,4
Ford Figo Diesel EXI,108882,Diesel,Manual,2,20.0,1399,68.0,5,2400.0,11
Hyundai i20 Asta Option 1.4 CRDi,24153,Diesel,Manual,2,22.54,1396,88.73,5,9180.0,4
Maruti S Cross DDiS 200 Delta,61313,Diesel,Manual,1,23.65,1248,88.5,5,7990.0,6
Maruti Swift Dzire Tour LDI,148000,Diesel,Manual,1,23.4,1248,74.0,5,4750.0,4
BMW 3 Series 328i Sport Line,49000,Petrol,Automatic,1,14.59,1997,245.0,5,19000.0,8
Maruti Alto LXi,42000,Petrol,Manual,1,19.7,796,46.3,5,1090.0,13
Hyundai i20 Asta,28000,Petrol,Manual,1,17.0,1197,80.0,5,2650.0,12
Honda City i VTEC S,60000,Petrol,Manual,1,17.4,1497,117.3,5,6250.0,7
BMW X3 xDrive20d xLine,41816,Diesel,Automatic,1,18.56,1995,190.0,5,32780.0,4
Hyundai Creta 1.6 SX Automatic Diesel,14000,Diesel,Automatic,1,17.6,1582,126.2,5,11250.0,3
Mahindra XUV500 W6 2WD,41290,Diesel,Manual,2,16.0,2179,140.0,7,10940.0,4
Maruti Alto 800 LXI,30852,Petrol,Manual,1,22.74,796,47.3,5,2490.0,8
Toyota Innova 2.5 GX 7 STR,250000,Diesel,Manual,2,12.8,2494,102.0,7,6500.0,11
Ford Aspire Titanium Diesel,30279,Diesel,Manual,1,26.1,1498,99.0,5,7290.0,4
Chevrolet Beat LS,111111,Petrol,Manual,2,18.6,1199,79.4,5,2000.0,11
Tata Nano Twist XT,30676,Petrol,Manual,1,25.4,624,37.5,4,2900.0,6
Maruti Vitara Brezza ZDi,45000,Diesel,Manual,1,24.3,1248,88.5,5,9750.0,4
Audi Q7 4.2 TDI Quattro Technology,79926,Diesel,Automatic,1,11.33,4134,335.2,7,29770.0,7
Hyundai Grand i10 1.2 CRDi Sportz,59261,Diesel,Manual,1,24.0,1186,73.97,5,4250.0,6
Skoda Rapid 1.6 MPI AT Elegance,32000,Petrol,Automatic,1,14.3,1598,103.5,5,5550.0,7
Tata Nano Twist XT,19963,Petrol,Manual,2,25.4,624,37.5,4,1740.0,6
Maruti Ertiga VDI,47052,Diesel,Manual,1,20.77,1248,88.76,7,5990.0,7
Ford Ecosport 1.5 DV5 MT Titanium Optional,75445,Diesel,Manual,1,22.7,1498,89.84,5,7540.0,4
Tata Zest Revotron 1.2T XMS,23500,Petrol,Manual,2,17.57,1193,88.7,5,3900.0,7
Mini Cooper Convertible S,17000,Petrol,Automatic,2,16.82,1998,189.08,4,22000.0,9
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,49000,Diesel,Automatic,2,14.84,2143,167.62,5,19250.0,9
Maruti Swift Dzire VXi,109200,Petrol,Manual,2,17.5,1298,85.8,5,2200.0,11
Maruti Swift Dzire VXi,58075,Petrol,Manual,1,17.5,1298,85.8,5,2950.0,10
Chevrolet Cruze LTZ,52073,Diesel,Manual,2,18.3,1991,147.9,5,9870.0,3
Maruti Celerio VXI AT,18500,Petrol,Automatic,1,23.1,998,67.04,5,3950.0,7
Ford Endeavour 2.2 Titanium AT 4X2,9000,Diesel,Automatic,1,12.62,2198,158.0,7,32900.0,2
Maruti Ritz VDI (ABS) BS IV,75000,Diesel,Manual,1,23.2,1248,73.94,5,4900.0,6
Tata Zest Revotron 1.2 XT,27000,Petrol,Manual,1,17.57,1193,88.7,5,5270.0,6
Tata Manza ELAN Quadrajet BS IV,73000,Diesel,Manual,1,21.12,1248,88.8,5,3400.0,9
Volkswagen CrossPolo 1.5 TDI,75160,Diesel,Manual,1,20.14,1498,88.5,5,5700.0,7
Hyundai Xcent 1.2 VTVT SX,64241,Petrol,Manual,1,20.14,1197,81.86,5,3670.0,7
Hyundai Verna 1.4 EX,93000,Diesel,Manual,1,23.5,1396,88.7,5,5550.0,9
Maruti Swift Dzire VXI,33485,Petrol,Manual,1,19.1,1197,85.8,5,3590.0,7
Hyundai i10 Era 1.1,82203,Petrol,Manual,1,19.81,1086,68.05,5,1800.0,13
Toyota Innova 2.5 V Diesel 7-seater,112000,Diesel,Manual,1,12.8,2494,102.0,7,8500.0,10
Honda Amaze S i-Dtech,48000,Diesel,Manual,1,25.8,1498,98.6,5,4500.0,6
Volkswagen Vento 1.2 TSI Highline AT,55001,Petrol,Automatic,2,16.93,1197,103.2,5,8500.0,5
Renault Duster 85PS Diesel RxL Option,67000,Diesel,Manual,2,19.87,1461,83.8,5,7000.0,6
Mahindra XUV500 W8 4WD,116694,Diesel,Manual,1,15.1,2179,140.0,7,9570.0,8
Mercedes-Benz S Class 2005 2013 S 300 L,80000,Petrol,Automatic,1,13.0,2987,210.0,5,25000.0,8
Maruti Ertiga ZDI,40000,Diesel,Manual,1,20.77,1248,88.8,7,7000.0,9
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,45000,Diesel,Automatic,1,14.21,2143,203.0,5,34000.0,5
Maruti Wagon R LXI DUO BSIII,64226,LPG,Manual,1,17.3,1061,57.5,5,1450.0,13
Hyundai Accent CRDi,160538,Diesel,Manual,1,13.1,1493,82.0,5,1800.0,15
Nissan Micra Diesel XV,123880,Diesel,Manual,1,23.08,1461,63.1,5,3300.0,10
Chevrolet Enjoy Petrol LS 7 Seater,18000,Petrol,Manual,1,13.7,1399,98.82,7,3350.0,7
Mercedes-Benz GLA Class 200 CDI SPORT,35000,Diesel,Automatic,1,17.9,2143,136.0,5,20990.0,6
Hyundai Santro Xing GL,65000,Petrol,Manual,2,0.0,1086,62.0,5,1390.0,13
Jaguar XJ 3.0L Portfolio,12000,Diesel,Automatic,1,10.5,2993,271.23,4,79000.0,5
Honda City i DTEC VX Option,45366,Diesel,Manual,1,25.1,1498,98.6,5,10880.0,4
Honda Accord 2.4 MT,47000,Petrol,Manual,2,12.8,2354,177.6,5,3500.0,11
Maruti Swift Dzire VDI,67557,Diesel,Manual,1,23.4,1248,74.0,5,5170.0,7
Volkswagen Polo Petrol Highline 1.2L,74000,Petrol,Manual,1,16.47,1198,73.9,5,4650.0,8
Renault Duster 110PS Diesel RxL,73557,Diesel,Manual,1,19.6,1461,108.45,5,7750.0,7
Maruti Eeco 7 Seater Standard,45000,Petrol,Manual,1,15.1,1196,73.0,7,2250.0,10
Mercedes-Benz GLA Class 200 CDI SPORT,60000,Diesel,Automatic,2,17.9,2143,136.0,5,17550.0,5
Maruti Celerio ZXI Optional AMT,12278,Petrol,Automatic,1,23.1,998,67.04,5,5630.0,3
Toyota Innova 2.5 V Diesel 7-seater,80883,Diesel,Manual,1,12.8,2494,102.0,7,13500.0,6
Land Rover Range Rover Evoque 2.0 TD4 Pure,24000,Diesel,Automatic,2,15.68,1999,177.0,5,33500.0,6
Mahindra XUV500 W8 2WD,47629,Diesel,Manual,1,15.1,2179,140.0,7,6500.0,9
Volkswagen Polo Diesel Trendline 1.2L,77000,Diesel,Manual,1,22.07,1199,73.9,5,2900.0,10
Maruti Celerio ZXI AT Optional,64000,Petrol,Automatic,1,23.1,998,67.04,5,4200.0,5
Renault Duster 85PS Diesel RxL,66314,Diesel,Manual,1,19.87,1461,83.8,5,5500.0,8
Maruti Wagon R LXI,30000,Petrol,Manual,1,22.5,998,67.04,5,3300.0,9
Maruti Wagon R VXI,43053,Petrol,Manual,1,18.9,998,67.1,5,4650.0,6
Hyundai i20 2015-2017 Magna,80561,Petrol,Manual,1,18.5,1197,80.0,5,2740.0,11
Chevrolet Cruze LTZ AT,67774,Diesel,Automatic,1,14.81,1998,163.7,5,8950.0,5
Maruti Ritz VXi,50000,Petrol,Manual,2,18.5,1197,85.8,5,1500.0,10
Maruti Alto 800 2016-2019 LXI,26200,Petrol,Manual,1,24.7,796,47.3,5,2900.0,3
Audi A4 35 TDI Technology Edition,30000,Diesel,Automatic,1,17.11,1968,174.33,5,27000.0,6
Mahindra Bolero ZLX,68557,Diesel,Manual,1,15.96,2523,62.1,7,8140.000000000001,4
Hyundai Grand i10 Asta Option AT,17489,Petrol,Automatic,1,18.9,1197,82.0,5,5990.0,4
BMW X5 xDrive 30d M Sport,21000,Diesel,Automatic,2,15.97,2993,258.0,5,55000.0,4
Hyundai i20 1.4 Asta Option,43000,Diesel,Manual,2,22.54,1396,88.73,5,8200.0,4
Hyundai i20 2015-2017 Asta 1.2,6800,Petrol,Manual,1,18.6,1197,81.83,5,7200.0,5
Maruti Ertiga VDI,63001,Diesel,Manual,2,20.77,1248,88.76,7,6110.0,9
Hyundai Santro Xing GLS,95291,Petrol,Manual,1,17.92,1086,62.1,5,2300.0,13
Hyundai i10 Magna 1.1,58472,Petrol,Manual,1,19.81,1086,68.05,5,3410.0,7
Honda Jazz 1.5 V i DTEC,35000,Diesel,Manual,1,27.3,1498,98.6,5,5500.0,5
Hyundai i20 Sportz Option Diesel,42600,Diesel,Manual,1,23.0,1396,90.0,5,4990.0,9
Maruti Baleno Zeta,33150,Petrol,Manual,1,21.4,1197,83.1,5,7390.0,3
Maruti SX4 ZDI Leather,90000,Diesel,Manual,1,21.5,1248,88.8,5,3810.0,9
Maruti Swift Dzire VDI,28000,Diesel,Manual,1,23.4,1248,74.0,5,4650.0,7
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,25000,Diesel,Automatic,2,14.84,2143,167.62,5,21000.0,8
Honda City 1.5 EXI,186679,Petrol,Manual,2,13.0,1493,100.0,5,1760.0,17
Chevrolet Aveo U-VA 1.2 LT,64236,Petrol,Manual,1,14.7,1150,76.0,5,2440.0,11
Honda Accord VTi-L AT,65462,Petrol,Automatic,3,11.1,2354,142.0,5,3500.0,12
BMW 7 Series 2007-2012 740Li,66000,Petrol,Automatic,2,8.45,2979,321.0,5,10750.0,13
Skoda Rapid 1.6 MPI AT Style,13412,Petrol,Automatic,1,14.3,1598,103.52,5,9190.0,4
Audi A4 35 TDI Technology Edition,38163,Diesel,Automatic,1,17.11,1968,174.33,5,32910.0,2
Hyundai Verna VTVT 1.6 SX,32542,Petrol,Manual,1,17.0,1591,121.3,5,5770.0,9
Maruti Alto 800 2016-2019 LXI,60000,Petrol,Manual,1,24.7,796,47.3,5,2650.0,5
Maruti Swift ZXI ABS,78212,Petrol,Manual,1,16.1,1298,88.2,5,5350.0,9
Mercedes-Benz E-Class 200 Kompressor Elegance,85000,Petrol,Automatic,2,10.5,1796,157.7,5,5500.0,17
Hyundai i20 1.2 Magna,63991,Petrol,Manual,1,18.5,1197,80.0,5,3610.0,10
Audi A4 2.0 TDI 177 Bhp Premium Plus,48214,Diesel,Automatic,1,17.11,1968,174.33,5,23320.0,6
Maruti Swift Dzire ZDI,14000,Diesel,Manual,1,26.59,1248,74.0,5,7500.0,4
Maruti Celerio VXI AT,46559,Petrol,Automatic,1,23.1,998,67.04,5,3750.0,7
Hyundai Creta 1.6 SX Option,29477,Petrol,Manual,1,15.8,1591,121.3,5,10250.0,5
Hyundai Santro Xing GLS,35008,Petrol,Manual,1,17.92,1086,62.1,5,1360.0,11
Volkswagen Polo 1.5 TDI Highline,81298,Diesel,Manual,1,20.14,1498,88.8,5,6500.0,7
Audi Q7 3.0 TDI Quattro Premium Plus,50000,Diesel,Automatic,1,12.07,2967,241.4,7,47500.0,6
Maruti Swift LXI,60000,Petrol,Manual,1,18.6,1197,85.8,5,3150.0,8
Hyundai Santa Fe 4X4,58200,Diesel,Manual,1,14.66,2199,194.3,7,7500.0,9
Maruti Alto K10 VXI,88500,Petrol,Manual,1,24.07,998,67.1,5,2600.0,7
Toyota Innova Crysta 2.4 GX MT,67489,Diesel,Manual,1,13.68,2393,147.8,7,16500.0,4
Ford Figo Diesel ZXI,60000,Diesel,Manual,1,20.0,1399,68.0,5,2250.0,10
Honda City 1.5 V AT,78442,Petrol,Automatic,1,16.8,1497,118.0,5,3570.0,12
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,130923,Diesel,Automatic,1,14.21,2143,203.0,5,12500.0,11
Tata Indica Vista Quadrajet 90 ZX Plus,27000,Diesel,Manual,1,22.3,1248,88.8,5,3500.0,9
Audi A4 2.0 TDI 177 Bhp Premium Plus,40000,Diesel,Automatic,1,17.11,1968,174.33,5,22500.0,7
Hyundai i10 Sportz,48000,Petrol,Manual,1,20.36,1197,78.9,5,2110.0,12
Maruti Alto 800 2016-2019 LXI Optional,3000,Petrol,Manual,1,24.7,796,47.3,5,3500.0,2
Volkswagen Polo 1.5 TDI Comfortline,29000,Diesel,Manual,1,20.14,1498,88.8,5,4000.0,5
Tata Indica V2 DLS BSII,200000,Diesel,Manual,2,17.2,1396,53.5,5,850.0,14
Maruti Ritz VDi,91000,Diesel,Manual,1,23.2,1248,73.94,5,3000.0,10
Hyundai Santro Xing GL Plus,79000,Petrol,Manual,2,17.92,1086,62.1,5,1600.0,9
Maruti Ritz LXi,62000,Petrol,Manual,1,18.5,1197,85.8,5,3200.0,5
Renault Pulse Petrol RxL,40190,Petrol,Manual,1,18.06,1198,74.93,5,4250.0,5
Maruti Wagon R VXI BS IV,81245,Petrol,Manual,1,18.9,998,67.1,5,2450.0,11
BMW 3 Series Luxury Line,21936,Diesel,Automatic,1,21.76,1995,190.0,5,37920.0,3
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,60000,Diesel,Manual,1,12.99,2494,100.0,7,7900.0,8
Nissan Micra Active XV,24000,Petrol,Manual,1,19.69,1198,67.04,5,4000.0,3
Ford Endeavour 2.5L 4X2,154000,Diesel,Manual,1,13.1,2499,141.0,7,7990.0,11
Maruti Wagon R CNG LXI,47200,CNG,Manual,1,33.54,998,67.04,5,2850.0,7
Maruti Ciaz ZDi Plus SHVS,52000,Diesel,Manual,1,28.09,1248,88.5,5,6900.0,6
Hyundai Santro Xing GLS,42000,Petrol,Manual,1,17.92,1086,62.1,5,1450.0,12
BMW 5 Series 2003-2012 525d,101999,Diesel,Automatic,1,16.73,1995,218.0,5,19990.0,10
Maruti Swift Dzire VXI,38623,Petrol,Manual,1,19.1,1197,85.8,5,5000.0,8
Hyundai i10 Sportz 1.2 AT,15200,Petrol,Automatic,2,16.95,1197,78.9,5,3850.0,8
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,94000,Diesel,Manual,1,12.8,2494,102.0,8,8850.0,8
Volkswagen Polo GT TSI,50534,Petrol,Automatic,1,17.21,1197,103.5,5,8270.0,4
Honda City i DTEC V,77000,Diesel,Manual,1,26.0,1498,98.6,5,6980.0,6
Ford Endeavour 3.2 Trend AT 4X4,90000,Diesel,Automatic,1,10.91,3198,197.2,7,26000.0,5
Hyundai i20 1.2 Sportz,19008,Petrol,Manual,1,17.0,1197,80.0,5,5250.0,5
